ident,DateTimeSim,POINT_X,POINT_Y,bearing
DAL2039,4/7/2021 11:21,-76.92785895,38.53088118,34.62114836
AAL1072,4/7/2021 11:21,-77.77529723,39.42089874,162.7029459
AAL1202,4/7/2021 11:21,-77.04905043,38.87934077,-18.86108228
AAL1227,4/7/2021 11:21,-77.13377892,38.47055191,21.37273007
AAL1435,4/7/2021 11:21,-77.00366662,38.52313231,39.39222137
AAL1678,4/7/2021 11:21,-76.92049128,39.52481974,158.3016843
AAL1710,4/7/2021 11:21,-77.15975592,38.95650453,-24.80509555
AAL1936,4/7/2021 11:21,-77.31789813,38.93249097,-165.9632286
AAL1970,4/7/2021 11:21,-76.9446062,38.53535108,36.79641141
AAL1992,4/7/2021 11:21,-76.31236287,39.51086476,159.6873643
AAL2019,4/7/2021 11:21,-77.56811927,38.64797858,-154.0972281
AAL2056,4/7/2021 11:21,-76.34483545,39.48917752,161.4767418
AAL2066,4/7/2021 11:21,-76.22907444,38.47319285,33.62077685
AAL2072,4/7/2021 11:21,-76.90313909,38.55659457,35.00695027
AAL2129,4/7/2021 11:21,-76.03812533,38.75695756,-87.30818387
AAL2149,4/7/2021 11:21,-77.04199784,38.87405643,-24.33734241
AAL2248,4/7/2021 11:21,-76.6961778,39.18353858,-79.25399028
AAL2262,4/7/2021 11:21,-77.48891059,39.55844301,149.0979164
AAL2354,4/7/2021 11:21,-77.50637115,38.78101132,26.6111263
AAL324,4/7/2021 11:21,-77.04937806,38.88086274,-18.7177105
AAL327,4/7/2021 11:21,-78.08978245,39.09527463,145.7248856
AAY1622,4/7/2021 11:21,-76.8780124,38.56369284,31.04906387
AMX409,4/7/2021 11:21,-76.24442989,39.55615944,156.5563952
ASH6006,4/7/2021 11:21,-77.99554796,38.67962866,59.64412657
ASH6154,4/7/2021 11:21,-78.04665635,39.11793285,164.262556
ASH6263,4/7/2021 11:21,-78.10195483,38.88001691,56.15457619
ASH6301,4/7/2021 11:21,-76.78230125,39.56924952,141.9065114
ASQ4103,4/7/2021 11:21,-76.32177428,38.61081798,22.49880688
ASQ4242,4/7/2021 11:21,-76.44056425,39.42512629,172.2382106
ASQ4255,4/7/2021 11:21,-76.62278511,38.81076753,27.13528454
ASQ4457,4/7/2021 11:21,-77.56789854,39.52010267,152.3596246
ASQ5132,4/7/2021 11:21,-76.91023869,39.53012057,156.2713272
ASQ5146,4/7/2021 11:21,-76.58185097,38.57085742,40.51468676
ASQ5209,4/7/2021 11:21,-76.39740194,38.51057591,42.46731295
ASQ5477,4/7/2021 11:21,-77.54960809,39.52848343,151.2707833
AWI3848,4/7/2021 11:21,-76.1816411,38.52175818,32.14252435
AWI3851,4/7/2021 11:21,-77.0293596,38.76028419,-2.093560065
AWI3903,4/7/2021 11:21,-77.27837007,39.00262348,-23.03491949
AWI3982,4/7/2021 11:21,-77.37391246,38.8788297,-160.5237563
AWI4057,4/7/2021 11:21,-77.05386088,38.8762127,-8.821872324
AWI4121,4/7/2021 11:21,-77.05789361,38.87456502,-21.05357896
AWI876A,4/7/2021 11:21,-77.05874245,38.87400294,-24.68224759
DAL1437,4/7/2021 11:21,-77.9738196,39.45133138,-91.53923493
DAL1467,4/7/2021 11:21,-76.23998543,39.14044919,8.567915039
DAL1469,4/7/2021 11:21,-78.06222829,39.08856416,144.6308192
DAL151,4/7/2021 11:21,-77.05789361,38.87456502,-21.05357896
DAL1561,4/7/2021 11:21,-76.77907145,39.57013167,141.5715621
DAL1946,4/7/2021 11:21,-76.2390998,38.46220144,33.92307391
DAL2039,4/7/2021 11:21,-76.92584859,38.53284147,34.56425362
AAL1072,4/7/2021 11:21,-77.77802153,39.41958336,162.8440551
AAL1202,4/7/2021 11:21,-77.05089053,38.88139082,-18.77407695
AAL1227,4/7/2021 11:21,-77.13251615,38.4728647,21.32960302
AAL1435,4/7/2021 11:21,-77.00145827,38.52495777,39.33761107
AAL1678,4/7/2021 11:21,-76.9229741,39.52324709,158.4209142
AAL1710,4/7/2021 11:21,-77.1621949,38.95813056,-24.69621447
AAL1936,4/7/2021 11:21,-77.31952516,38.93033604,-165.8809696
AAL1970,4/7/2021 11:21,-76.94249275,38.53724373,36.73931558
AAL1992,4/7/2021 11:21,-76.31482859,39.50927586,159.8084336
AAL2019,4/7/2021 11:21,-77.56987159,38.64587557,-154.0318939
AAL2056,4/7/2021 11:21,-76.34729431,39.48758181,161.6007118
AAL2066,4/7/2021 11:21,-76.22718305,38.47522592,33.56896136
AAL2072,4/7/2021 11:21,-76.90107636,38.55852058,34.9477776
AAL2129,4/7/2021 11:21,-76.04133666,38.75702945,-87.30784772
AAL2149,4/7/2021 11:21,-77.04416479,38.87590292,-24.24257954
AAL2248,4/7/2021 11:21,-76.69938975,39.18359073,-79.24572079
AAL2262,4/7/2021 11:21,-77.49164574,39.5571437,149.209
AAL2354,4/7/2021 11:21,-77.50431644,38.78293652,26.52860382
AAL324,4/7/2021 11:21,-77.05121257,38.88291578,-18.63084943
AAL327,4/7/2021 11:21,-78.08673056,39.09449576,145.6079186
AAY1622,4/7/2021 11:21,-76.8761255,38.56572591,30.98925704
AMX409,4/7/2021 11:21,-76.24688486,39.5545617,156.6706418
ASH6006,4/7/2021 11:21,-77.99258245,38.68059329,59.60866
ASH6154,4/7/2021 11:21,-78.04401543,39.1165135,164.1241523
ASH6263,4/7/2021 11:21,-78.09890104,38.88079361,56.10517731
ASH6301,4/7/2021 11:21,-76.78518906,39.56816436,142.0046384
ASQ4103,4/7/2021 11:21,-76.32027286,38.6130373,22.44120824
ASQ4242,4/7/2021 11:21,-76.44237281,39.42307522,172.3389233
ASQ4255,4/7/2021 11:21,-76.62063389,38.81262679,27.04837149
ASQ4457,4/7/2021 11:21,-77.57063817,39.51880827,152.4795971
ASQ5132,4/7/2021 11:21,-76.91279836,39.52862313,156.3906126
ASQ5146,4/7/2021 11:21,-76.57953621,38.57259916,40.45678869
ASQ5209,4/7/2021 11:21,-76.39508492,38.51231728,42.41581913
ASQ5477,4/7/2021 11:21,-77.55235761,39.52720173,151.388258
AWI3848,4/7/2021 11:21,-76.17975887,38.52379508,32.08669122
AWI3851,4/7/2021 11:21,-77.029547,38.76278502,-2.084260109
AWI3903,4/7/2021 11:21,-77.28088009,39.00418176,-22.91796904
AWI3982,4/7/2021 11:21,-77.37579307,38.87680198,-160.4358784
AWI4057,4/7/2021 11:21,-77.0548261,38.87859817,-8.772303848
AWI4121,4/7/2021 11:21,-77.05986701,38.87653864,-20.96315155
AWI876A,4/7/2021 11:21,-77.06092807,38.87583605,-24.58763798
DAL1437,4/7/2021 11:21,-77.97060701,39.45131673,-91.53836722
DAL1467,4/7/2021 11:21,-76.23782928,39.14229637,8.448337728
DAL1469,4/7/2021 11:21,-78.05917536,39.08778768,144.5163456
DAL151,4/7/2021 11:21,-77.05986701,38.87653864,-20.96315155
DAL1561,4/7/2021 11:21,-76.78196431,39.56905454,141.6691938
DAL1946,4/7/2021 11:21,-76.23720725,38.46423416,33.87205779
DAL2039,4/7/2021 11:21,-76.92383824,38.5348017,34.50704697
AAL1072,4/7/2021 11:21,-77.78074584,39.41826796,162.9851635
AAL1202,4/7/2021 11:21,-77.05273064,38.88344081,-18.6871811
AAL1227,4/7/2021 11:21,-77.13125338,38.47517742,21.28626133
AAL1435,4/7/2021 11:21,-76.99924993,38.52678319,39.28241184
AAL1678,4/7/2021 11:21,-76.92545692,39.5216744,158.5405123
AAL1710,4/7/2021 11:21,-77.16463388,38.95975657,-24.58667963
AAL1936,4/7/2021 11:21,-77.3211522,38.92818106,-165.7985634
AAL1970,4/7/2021 11:21,-76.9403793,38.53913633,36.68218042
AAL1992,4/7/2021 11:21,-76.31729431,39.50768692,159.9298116
AAL2019,4/7/2021 11:21,-77.5716239,38.6437725,-153.9668627
AAL2056,4/7/2021 11:21,-76.34975317,39.48598606,161.7250102
AAL2066,4/7/2021 11:21,-76.22529166,38.47725893,33.51697304
AAL2072,4/7/2021 11:21,-76.89901363,38.56044654,34.888278
AAL2129,4/7/2021 11:21,-76.04454799,38.75710134,-87.30751148
AAL2149,4/7/2021 11:21,-77.04633175,38.87774936,-24.14791424
AAL2248,4/7/2021 11:21,-76.7026017,39.18364287,-79.24143944
AAL2262,4/7/2021 11:21,-77.49438089,39.55584437,149.32028
AAL2354,4/7/2021 11:21,-77.50226173,38.78486167,26.44587535
AAL324,4/7/2021 11:21,-77.05304709,38.88496875,-18.54409737
AAL327,4/7/2021 11:21,-78.08367867,39.09371689,145.4906111
AAY1622,4/7/2021 11:21,-76.8742386,38.56775892,30.92939366
AMX409,4/7/2021 11:21,-76.24933983,39.55296393,156.7848743
ASH6006,4/7/2021 11:21,-77.98961695,38.68155791,59.57275122
ASH6154,4/7/2021 11:21,-78.04137452,39.11509411,163.9862963
ASH6263,4/7/2021 11:21,-78.09584724,38.88157031,56.05503707
ASH6301,4/7/2021 11:21,-76.78807687,39.56707918,142.1033176
ASQ4103,4/7/2021 11:21,-76.31877143,38.61525656,22.38363857
ASQ4242,4/7/2021 11:21,-76.44418137,39.42102408,172.4397872
ASQ4255,4/7/2021 11:21,-76.61848266,38.814486,26.96134838
ASQ4457,4/7/2021 11:21,-77.57337781,39.51751385,152.5995161
ASQ5132,4/7/2021 11:21,-76.91535803,39.52712566,156.5100782
ASQ5146,4/7/2021 11:21,-76.57722145,38.57434087,40.3983781
ASQ5209,4/7/2021 11:21,-76.39276791,38.51405861,42.36374244
ASQ5477,4/7/2021 11:21,-77.55510714,39.52592001,151.5059473
AWI3848,4/7/2021 11:21,-76.17787665,38.52583192,32.0304071
AWI3851,4/7/2021 11:21,-77.0297344,38.76528576,-2.074955051
AWI3903,4/7/2021 11:21,-77.28339011,39.00574001,-22.80063084
AWI3982,4/7/2021 11:21,-77.37767369,38.8747742,-160.3479806
AWI4057,4/7/2021 11:21,-77.05579132,38.88098357,-8.722598678
AWI4121,4/7/2021 11:21,-77.06184042,38.87851221,-20.87263415
AWI876A,4/7/2021 11:21,-77.06311368,38.87766912,-24.49237371
DAL1437,4/7/2021 11:21,-77.96739441,39.45130207,-91.53946682
DAL1467,4/7/2021 11:21,-76.23567314,39.14414349,8.328667644
DAL1469,4/7/2021 11:21,-78.05612243,39.0870112,144.4022125
DAL151,4/7/2021 11:21,-77.06184042,38.87851221,-20.87263415
DAL1561,4/7/2021 11:21,-76.78485718,39.5679774,141.7667651
DAL1946,4/7/2021 11:21,-76.2353147,38.46626682,33.82100042
DAL2039,4/7/2021 11:21,-76.92182789,38.53676188,34.44965402
AAL1072,4/7/2021 11:21,-77.78347015,39.41695253,163.1266928
AAL1202,4/7/2021 11:21,-77.05460471,38.88547086,-19.09162664
AAL1227,4/7/2021 11:21,-77.12999061,38.47749006,21.24287298
AAL1435,4/7/2021 11:21,-76.99704158,38.52860856,39.22743912
AAL1678,4/7/2021 11:21,-76.92793974,39.52010167,158.6603528
AAL1710,4/7/2021 11:21,-77.16707286,38.96138253,-24.47729412
AAL1936,4/7/2021 11:21,-77.32277923,38.926026,-165.7166392
AAL1970,4/7/2021 11:21,-76.93826585,38.54102887,36.62500567
AAL1992,4/7/2021 11:21,-76.31976003,39.50609795,160.0513057
AAL2019,4/7/2021 11:21,-77.57337622,38.64166937,-153.9017475
AAL2056,4/7/2021 11:21,-76.35221204,39.48439028,161.849352
AAL2066,4/7/2021 11:21,-76.22340027,38.47929188,33.4648117
AAL2072,4/7/2021 11:21,-76.8969509,38.56237245,34.82859091
AAL2129,4/7/2021 11:21,-76.04775932,38.75717323,-87.30717513
AAL2149,4/7/2021 11:21,-77.04849871,38.87959575,-24.05293352
AAL2248,4/7/2021 11:21,-76.70581365,39.18369502,-79.23315304
AAL2262,4/7/2021 11:21,-77.49711604,39.55454501,149.4320521
AAL2354,4/7/2021 11:21,-77.50020702,38.78678677,26.3629409
AAL324,4/7/2021 11:21,-77.0548816,38.88702167,-18.45682429
AAL327,4/7/2021 11:21,-78.08062678,39.092938,145.3743339
AAY1622,4/7/2021 11:21,-76.8723517,38.56979187,30.86934909
AMX409,4/7/2021 11:21,-76.2517948,39.55136613,156.8993539
ASH6006,4/7/2021 11:21,-77.98665144,38.68252251,59.5371698
ASH6154,4/7/2021 11:21,-78.03873361,39.1136747,163.8483931
ASH6263,4/7/2021 11:21,-78.09279345,38.882347,56.00491821
ASH6301,4/7/2021 11:21,-76.79096468,39.56599398,142.2022936
ASQ4103,4/7/2021 11:21,-76.31727,38.61747574,22.32596742
ASQ4242,4/7/2021 11:21,-76.44598994,39.41897288,172.5406493
ASQ4255,4/7/2021 11:21,-76.61633144,38.81634516,26.87389262
ASQ4457,4/7/2021 11:21,-77.57611744,39.51621941,152.719905
ASQ5132,4/7/2021 11:21,-76.9179177,39.52562816,156.6298059
ASQ5146,4/7/2021 11:21,-76.57490669,38.57608254,40.33994178
ASQ5209,4/7/2021 11:21,-76.39045089,38.5157999,42.31173797
ASQ5477,4/7/2021 11:21,-77.55785666,39.52463826,151.6243006
AWI3848,4/7/2021 11:21,-76.17599442,38.52786871,31.9740925
AWI3851,4/7/2021 11:21,-77.0299218,38.76778642,-2.065628295
AWI3903,4/7/2021 11:21,-77.28590013,39.00729823,-22.68303768
AWI3982,4/7/2021 11:21,-77.3795543,38.87274636,-160.260449
AWI4057,4/7/2021 11:21,-77.05675654,38.88336888,-8.672901948
AWI4121,4/7/2021 11:21,-77.06381382,38.88048572,-20.78183409
AWI876A,4/7/2021 11:21,-77.06529929,38.87950214,-24.39710734
DAL1437,4/7/2021 11:21,-77.96418181,39.45128742,-91.53859477
DAL1467,4/7/2021 11:21,-76.233517,39.14599057,8.20884159
DAL1469,4/7/2021 11:21,-78.0530695,39.0862347,144.2891166
DAL151,4/7/2021 11:21,-77.06381382,38.88048572,-20.78183409
DAL1561,4/7/2021 11:21,-76.78775004,39.56690024,141.8650826
DAL1946,4/7/2021 11:21,-76.23342215,38.46829942,33.76977114
DAL2039,4/7/2021 11:21,-76.91981754,38.538722,34.39221447
AAL1072,4/7/2021 11:21,-77.78619445,39.41563708,163.2683967
AAL1202,4/7/2021 11:21,-77.05662301,38.88741647,-21.15830346
AAL1227,4/7/2021 11:21,-77.12877398,38.47981744,20.37043939
AAL1435,4/7/2021 11:21,-76.99483324,38.53043388,39.17203095
AAL1678,4/7/2021 11:21,-76.93042256,39.51852891,158.7803115
AAL1710,4/7/2021 11:21,-77.16951184,38.96300846,-24.36739106
AAL1936,4/7/2021 11:21,-77.32440626,38.92387088,-165.6346303
AAL1970,4/7/2021 11:21,-76.9361524,38.54292137,36.56735581
AAL1992,4/7/2021 11:21,-76.32222575,39.50450893,160.1732633
AAL2019,4/7/2021 11:21,-77.57512854,38.63956617,-153.837043
AAL2056,4/7/2021 11:21,-76.3546709,39.48279446,161.9741569
AAL2066,4/7/2021 11:21,-76.22150888,38.48132478,33.41234737
AAL2072,4/7/2021 11:21,-76.89488818,38.56429831,34.76858605
AAL2129,4/7/2021 11:21,-76.05097066,38.75724513,-87.30648357
AAL2149,4/7/2021 11:21,-77.05066567,38.8814421,-23.95762087
AAL2248,4/7/2021 11:21,-76.7090256,39.18374716,-79.22885924
AAL2262,4/7/2021 11:21,-77.49985119,39.55324562,149.5441229
AAL2354,4/7/2021 11:21,-77.49844271,38.78887534,21.34259101
AAL324,4/7/2021 11:21,-77.05671612,38.88907453,-18.3696591
AAL327,4/7/2021 11:21,-78.0775749,39.09215911,145.2578013
AAY1622,4/7/2021 11:21,-76.8704648,38.57182476,30.80912317
AMX409,4/7/2021 11:21,-76.25424978,39.54976828,157.0142555
ASH6006,4/7/2021 11:21,-77.98368593,38.6834871,59.50114514
ASH6154,4/7/2021 11:21,-78.03609269,39.11225525,163.7108708
ASH6263,4/7/2021 11:21,-78.08973966,38.88312368,55.9547391
ASH6301,4/7/2021 11:21,-76.79385249,39.56490877,142.301311
ASQ4103,4/7/2021 11:21,-76.31576857,38.61969486,22.26796577
ASQ4242,4/7/2021 11:21,-76.4477985,39.41692162,172.6416679
ASQ4255,4/7/2021 11:21,-76.61418022,38.81820427,26.78632682
ASQ4457,4/7/2021 11:21,-77.57885708,39.51492495,152.8404228
ASQ5132,4/7/2021 11:21,-76.92047737,39.52413062,156.7499348
ASQ5146,4/7/2021 11:21,-76.57259193,38.57782416,40.28147951
ASQ5209,4/7/2021 11:21,-76.38813388,38.51754114,42.25947758
ASQ5477,4/7/2021 11:21,-77.56060618,39.52335648,151.7428683
AWI3848,4/7/2021 11:21,-76.1741122,38.52990544,31.9174535
AWI3851,4/7/2021 11:21,-77.0301092,38.77028698,-2.056304736
AWI3903,4/7/2021 11:21,-77.28841015,39.00885641,-22.56532103
AWI3982,4/7/2021 11:21,-77.38143491,38.87071847,-160.1729044
AWI4057,4/7/2021 11:21,-77.05772176,38.88575411,-8.623105757
AWI4121,4/7/2021 11:21,-77.06578722,38.88245917,-20.69094448
AWI876A,4/7/2021 11:21,-77.06748491,38.88133511,-24.30172
DAL1437,4/7/2021 11:21,-77.96096921,39.45127276,-91.53969878
DAL1467,4/7/2021 11:21,-76.23136085,39.1478376,8.0889933
DAL1469,4/7/2021 11:21,-78.05001658,39.08545819,144.1760993
DAL151,4/7/2021 11:21,-77.06578722,38.88245917,-20.69094448
DAL1561,4/7/2021 11:21,-76.7906429,39.56582307,141.9633415
DAL1946,4/7/2021 11:21,-76.2315296,38.47033196,33.71836972
